Division	Class	Order	Species	SFLAG	STAGE	Author	AphiaID	Trophy	Geometric shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted	Unit	Size range	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No. of cells/ counting unit	Calculated  volume µm3	Comment	Filament: length of cell (µm)	Calculated Carbon pg/counting unit	Comment on Carbon calculation	Corrections/Additions 2013
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Ankistrodesmus falcatus			(Corda) Ralfs 1848		AU	2 cones	p/12*d^2*h	2			cell	 3x25-35				28,0	3,0		1	66			11		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Ankistrodesmus falcatus			(Corda) Ralfs 1848		AU	2 cones	p/12*d^2*h	3			cell	 4x30-35				32,5	4,0		1	136			22		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Ankistrodesmus fusiformis			Corda 1838		AU	2 cones	p/12*d^2*h	1			cell	 2x35-45				37,5	2,0		1	39	*		7		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Ankyra judayi 			(G.M. Smith) Fott 1957		AU	2 cones	p/12*d^2*h	1			cell	20-24x3-4				22,0	3,5		1	71			9		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Ankyra lanceolata			(Korshikov) Fott 1957		AU	2 cones	p/12*d^2*h	1			cell	 5x25-35				28,0	5,0		1	183			29		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	1			cell	3.5x6	6,0				3,5		1	38			7		Correction 2013: Take away "µm" in Size range and correction of size range (diameter first). Comment by Helena Höglander.
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	2			colony	3.5x6	6,0				3,5		10	385			67		Correction 2013: Take away "µm" in Size range, correction of size range(diameter first) and unit cell . Comment by Helena Höglander.
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	3			colony	3.5x6	6,0				3,5		20	769			133		Correction 2013: Take away "µm" in Size range and correction of size range (diameter first). Comment by Helena Höglander.
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	4			cell	4-5x8-10	9,0				4,5		1	95			16		Correction 2013: correction size range (diam. first)
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	5			colony	4-5x8-10	9,0				4,5		45	4292			557		Correction 2013: correction size range (diam. first)
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	6			colony	4-5x8-10	9,0				4,5		90	8584			1 067		Correction 2013: correction size range (diam. first)
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Botryococcus 					AU	rotational ellipsoid	p/6*d^2*l	7			colony	4-5x8-10	9,0				4,5		150	14307			1 724		Correction 2013: correction size range (diam. first)
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Chlorococcales					AU	sphere	p/6*d^3	1			cell	 2-4					3,0		1	14			2,6	*	
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Chlorococcales					AU	sphere	p/6*d^3	2			cell	4-6					5,0		1	65			10,9		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Chlorococcales					AU	sphere	p/6*d^3	3			cell	6-8					7,0		1	180			28,3		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Chlorococcales					AU	rotational ellipsoid	p/6*d^2*l	4			cell	4-6x6-10	8,0				5,0		1	105			17		2013 correction by Irina: new size class
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Chlorococcales					AU	rotational ellipsoid	p/6*d^2*l	5			cell	 6-10x11-15 	13,0				8,0		1	435			65		2013 correction by Irina: new size class
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis chodatii			(Jaag) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	1			cell	 1x1-2	1,5				1,0		1	0,8			0,2		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis chodatii			(Jaag) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	2			colony	 1x1-2	1,5				1,0		4	3			0,7		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis chodatii			(Jaag) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	3			colony	 1x1-2	1,5				1,0		16	13			2,8		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis coccoides			(Rodhe & Skuja) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	1			cell	 3x8	8,0				3,0		1	38			6,5		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis coccoides			(Rodhe & Skuja) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	2			colony	 3x8	8,0				3,0		4	151			26,1		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis coccoides			(Rodhe & Skuja) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	3			colony	 3x8	8,0				3,0		16	603			104,4		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Choricystis coccoides			(Rodhe & Skuja) Fott 1976		AU	rotational ellipsoid	p/6*d^2*l	4			colony	1x1-2	1,5				1,0		32	25			5,5		2013 correction by SYKE: new size class
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Closteriopsis longissima			(Lemmermann) Lemmermann 1899		AU	2 cones	p/12*d^2*h	1			cell	 5-6x80-100				90,0	5,5		1	712			103		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Coelastrum astroideum			De Notaris 1867		AU	sphere	p/6*d^3	1			cell	5					5,0		1	65			11		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Coelastrum astroideum			De Notaris 1867		AU	sphere	p/6*d^3	2			cell	6					6,0		1	113			18		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Coelastrum astroideum			De Notaris 1867		AU	sphere	p/6*d^3	3			cell	8					8,0		1	268			41		
CHLOROPHYTA	Chlorophyceae	CHLOROCOCCALES	Coelastrum microporum			Nägeli in A. Braun 1855		AU	sphere	p/6*d^3	1			cell	 7-8					7,5		1	221			34		
