Division	Class	Order	Species	SFLAG	STAGE	Author	AphiaID	Trophy	Geometric shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted	Unit	Size range	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No. of cells/ counting unit	Calculated  volume µm3	Comment	Filament: length of cell (µm)	Calculated Carbon pg/counting unit	Comment on Carbon calculation	Corrections/Additions 2013
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921		HT	2 cones	p/12*d^2*h	8			cell	 100-150x47-52				130,0	50,0		1	85 042			9 191		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 5-10x4-6	7,5				5,3	3,5	1	72	HD fac.=0.67		12		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	2			cell	 10-15x7-10	12,5				8,8	5,9	1	336	HD fac.=0.67		51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	3			cell	 15-20x11-13	17,5				12,3	8,2	1	921	HD fac.=0.67		131		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	4			cell	 20-25x14-17	22,5				15,8	10,6	1	1 957	HD fac.=0.67		266		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	5			cell	 25-35x18-23	30,0				21,0	14,1	1	4 639	HD fac.=0.67		599		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	6			cell	 35-45x30-34	40,0				32,0	21,4	1	14 362	HD fac.=0.67		1 730		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	7			cell	 45-55x38-42	50,0				40,0	26,8	1	28 051	HD fac.=0.67		3 244		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	8			cell	 55-65x44-50	60,0				48,0	32,2	1	48 472	HD fac.=0.67		5 422		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	9			cell	 65-75x54-58	70,0				56,0	37,5	1	76 971	HD fac.=0.67		8 370		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	10			cell	 75-85x62-68	80,0				64,0	42,9	1	114 896	HD fac.=0.67		12 192		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	11			cell	 85-100x72-76	92,5				74,0	49,6	1	177 606	HD fac.=0.67		18 352		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	12			cell	 35-45x18-22	40,0				20,0	13,4	1	5 610	HD fac.=0.67		716		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	13			cell	 45-55x23-27	50,0				25,0	16,8	1	10 957	HD fac.=0.67		1 342		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	14			cell	 55-65x28-32	60,0				30,0	20,1	1	18 934	HD fac.=0.67		2 243		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	15			cell	 65-75x33-37	70,0				35,0	23,5	1	30 067	HD fac.=0.67		3 462		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	16			cell	 75-85x38-42	80,0				40,0	26,8	1	44 881	HD fac.=0.67		5 044		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					AU	flattened ellipsoid	p/6*l*d1*d2	17			cell	 85-100x43-48	92,5				46,3	31,0	1	69 377	HD fac.=0.67		7 592		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	51			cell	 5-10x4-6	7,5				5,3	3,5	1	72	HD fac.=0.67		12		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	52			cell	 10-15x7-10	12,5				8,8	5,9	1	336	HD fac.=0.67		51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	53			cell	 15-20x11-13	17,5				12,3	8,2	1	921	HD fac.=0.67		131		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	54			cell	 20-25x14-17	22,5				15,8	10,6	1	1 957	HD fac.=0.67		266		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	55			cell	 25-35x18-23	30,0				21,0	14,1	1	4 639	HD fac.=0.67		599		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	56			cell	 35-45x30-34	40,0				32,0	21,4	1	14 362	HD fac.=0.67		1 730		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	57			cell	 45-55x38-42	50,0				40,0	26,8	1	28 051	HD fac.=0.67		3 244		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	58			cell	 55-65x44-50	60,0				48,0	32,2	1	48 472	HD fac.=0.67		5 422		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	59			cell	 65-75x54-58	70,0				56,0	37,5	1	76 971	HD fac.=0.67		8 370		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	60			cell	 75-85x62-68	80,0				64,0	42,9	1	114 896	HD fac.=0.67		12 192		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	61			cell	 85-100x72-76	92,5				74,0	49,6	1	177 606	HD fac.=0.67		18 352		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	62			cell	 35-45x18-22	40,0				20,0	13,4	1	5 610	HD fac.=0.67		716		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	63			cell	 45-55x23-27	50,0				25,0	16,8	1	10 957	HD fac.=0.67		1 342		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	64			cell	 55-65x28-32	60,0				30,0	20,1	1	18 934	HD fac.=0.67		2 243		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	65			cell	 65-75x33-37	70,0				35,0	23,5	1	30 067	HD fac.=0.67		3 462		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	66			cell	 75-85x38-42	80,0				40,0	26,8	1	44 881	HD fac.=0.67		5 044		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium					HT	flattened ellipsoid	p/6*l*d1*d2	67			cell	 85-100x43-48	92,5				46,3	31,0	1	69 377	HD fac.=0.67		7 592		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Karenia mikimotoi			(Miyake et Kominami ex Oda) G. Hansen & Moestrup 2000		AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 20-25    	23,0				20,0	15,0	1	3 611			473		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Karenia mikimotoi			(Miyake et Kominami ex Oda) G. Hansen & Moestrup 2001		AU	flattened ellipsoid	p/6*l*d1*d2	2			cell	 26-30    	28,0				23,0	19,0	1	6 404			810		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Karlodinium micrum			(Leadbeater et Dodge) J. Larsen		AU	rotational ellipsoid	p/6*d^2*l	1			cell	 13-17x10	13,0				10,0		1	680			99		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium glaucum			(Lebour) Loeblich III 1965		HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	1			cell	 22x16	22,0				16,0	8,0	1	1 253	HD fac.=0.5		175		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium glaucum			(Lebour) Loeblich III 1965		HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	2			cell	 33-36x14-15	34,5				14,5	7,3	1	1 613	HD fac.=0.5		222		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium glaucum			(Lebour) Loeblich III 1965		HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	3			cell	 25-30x20-22	27,0				21,0	10,5	1	2 648	HD fac.=0.5		354		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium glaucum			(Lebour) Loeblich III 1965		HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	4			cell	 50x20	50,0				20,0	10,0	1	4 448	HD fac.=0.5		576		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium glaucum			(Lebour) Loeblich III 1965		HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	5			cell	 31-33x23-25	32,0				24,0	12,0	1	4 100	HD fac.=0.5		533		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium glaucum			(Lebour) Loeblich III 1965		HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	6			cell	 34-36x26-30	35,0				28,0	14,0	1	6 103	HD fac.=0.5		775		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium					AU	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	1			cell	 33x14	33,0				14,0	7,0	1	1 439	HD fac.=0.5		199		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium					AU	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	2			cell	 36x15	36,0				15,0	7,5	1	1 802	HD fac.=0.5		246		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium					AU	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	3			cell	 50x20	50,0				20,0	10,0	1	4 448	HD fac.=0.5		576		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium					HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	51			cell	 33x14	33,0				14,0	7,0	1	1 439	HD fac.=0.5		199		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium					HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	52			cell	 36x15	36,0				15,0	7,5	1	1 802	HD fac.=0.5		246		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Katodinium					HT	half cone + cut flattened ellipsoid	(p/24 *d1^2 * h*0.3) + (p/6 * d1* d2 * h*0.7)	53			cell	 50x20	50,0				20,0	10,0	1	4 448	HD fac.=0.5		576		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Lessardia elongata			Saldarriaga et Taylor 2003		AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 25-30	28,0				9,0	9,0	1	1 187			166		2013 correction by Annely: size range correction - spaces deleted 
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	1			cell	 40x80				80,0	40,0		1	100 480			10 750		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	2			cell	 50x60				60,0	50,0		1	117 750			12 476		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	3			cell	 55x75				75,0	55,0		1	178 097			18 400		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	4			cell	 60x100				100,0	60,0		1	282 600			28 386		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	5			cell	 75x160				160,0	75,0		1	706 500			67 107		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	6			cell	115x70				115,0	70,0		1	442 348			43 234		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos schwartzii			Bütschli 1873		HT	cylinder	p/4*d^2*h	7			cell	130x70				130,0	70,0		1	500 045			48 509		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Proterythropsis vigilans			Marshall 1926		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	 20x30	30,0				20,0	9,0	1	2 826			376		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Proterythropsis vigilans			Marshall 1926		HT	flattened ellipsoid	p/6*l*d1*d2	2			cell	 22x42	42,0				22,0	10,0	1	4 836			623		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 22x42	42,0				22,0	10,0	1	4 836			623		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	2			cell	30x15	30,0				15,0	10,0	1	2 355			317		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	3			cell	35x15	35,0				15,0	10,0	1	2 748			366		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	4			cell	15x40	40,0				15,0	10,0	1	3 140			415		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	5			cell	20x50	50,0				20,0	10,0	1	5 233			670		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	6			cell	55x20	55,0				20,0	10,0	1	5 757			733		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium robustum			Kofoid & Swezy 1921		AU	flattened ellipsoid	p/6*l*d1*d2	7			cell	65x20	65,0				20,0	10,0	1	6 803			858		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium teredo			(Pouchet) Kofoid & Swezy 1921		AU	ellipsoid	p/6*h*d1*d2	1			cell	20-25x40-70				55,0	20,0	25,0	1	14 392			1 733		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium teredo			(Pouchet) Kofoid & Swezy 1921		AU	ellipsoid	p/6*h*d1*d2	2			cell	25-35x90-100				95,0	25,0	35,0	1	43 502			4 898		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium					AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	20-25x40-45	42,0				22,0	11,0	1	5 319			681		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	sphere	p/6*d^3	1			cell	 16-18					16,0		1	2 144			290		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	sphere	p/6*d^3	2			cell	 19-21					20,0		1	4 187			544		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	sphere	p/6*d^3	3			cell	 22-24					23,0		1	6 367			806		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	sphere	p/6*d^3	4			cell	 25-27					26,0		1	9 198			1 139		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	sphere	p/6*d^3	5			cell	 28-30					29,0		1	12 764			1 549		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	rotational ellipsoid	p/6*d^2*l	6			cell	 18x20	20,0				18,0		1	3 391			446		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	rotational ellipsoid	p/6*d^2*l	7			cell	 22x25	25,0				22,0		1	6 332			802		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Woloszynskia halophila			(BIECHELER)  Kremp & Elbrächter 2005		AU	rotational ellipsoid	p/6*d^2*l	8			cell	 26x30	30,0				26,0		1	10 613			1 302		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	1			cell	 <10					10,0		1	471			70		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	2			cell	 10-15					12,0		1	814			117		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	3			cell	 15-20					17,0		1	2 314			312		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	4			cell	 20-27					25,0		1	7 359			923		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	5			cell	 27-40					30,0		1	12 717			1 543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	6			cell	 40-50					45,0		1	42 920			4 836		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	7			cell	 50-70					60,0		1	101 736			10 876		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	sphere-10%	p/6*d^3*0.9	8			cell	70					70,0		1	161 553			16 790		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	9			cell	 <10				10,0	8,0		1	167			26		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	10			cell	 10-15				12,5	10,0		1	327			50		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	11			cell	 15-20				17,5	14,0		1	898			128		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	12			cell	 20-27				23,5	18,8		1	2 173			294		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	13			cell	 27-40				34,0	27,2		1	6 582			832		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	14			cell	 40-50				45,0	36,0		1	15 260			1 832		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	15			cell	 50-70				60,0	48,0		1	36 173			4 119		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	2 cones	p/12*d^2*h	16			cell	70				70,0	56,0		1	57 441			6 359		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	17			cell	 <10	10,0				8,0		1	335			51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	18			cell	 10-15	12,0				9,0		1	509			75		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	19			cell	 15-20	17,0				11,9		1	1 260			176		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	20			cell	 20-27	25,0				16,3		1	3 455			454		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	21			cell	 27-40	32,0				19,2		1	6 173			783		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	22			cell	 40-50	45,0				24,8		1	14 426			1 737		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	23			cell	 50-70	60,0				30,0		1	28 260			3 267		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					AU	rotational ellipsoid	p/6*d^2*l	24			cell	70	70,0				28,0		1	28 721			3 317		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	51			cell	 <10					10,0		1	471			70		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	52			cell	 10-15					12,0		1	814			117		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	53			cell	 15-20					17,0		1	2 314			312		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	54			cell	 20-27					25,0		1	7 359			923		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	55			cell	 27-40					30,0		1	12 717			1 543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	56			cell	 40-50					45,0		1	42 920			4 836		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	57			cell	 50-70					60,0		1	101 736			10 876		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	sphere-10%	p/6*d^3*0.9	58			cell	70					70,0		1	161 553			16 790		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	59			cell	 <10				10,0	8,0		1	167			26		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	60			cell	 10-15				12,5	10,0		1	327			50		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	61			cell	 15-20				17,5	14,0		1	898			128		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	62			cell	 20-27				23,5	18,8		1	2 173			294		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	63			cell	 27-40				34,0	27,2		1	6 582			832		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	64			cell	 40-50				45,0	36,0		1	15 260			1 832		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	65			cell	 50-70				60,0	48,0		1	36 173			4 119		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	2 cones	p/12*d^2*h	66			cell	70				70,0	56,0		1	57 441			6 359		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	67			cell	 <10	10,0				8,0		1	335			51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	68			cell	 10-15	12,0				9,0		1	509			75		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	69			cell	 15-20	17,0				11,9		1	1 260			176		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	70			cell	 20-27	25,0				16,3		1	3 455			454		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	71			cell	 27-40	32,0				19,2		1	6 173			783		
